Date,Time,Transaction,Item,Dni,Ind,hms.Hodiny..hour,hms.Hodiny..minute,Mesiace,Roky,Polozky
2016-10-30,10:53:49,23,Muffin,Nedela,7,10,53,10,2016,Sladkosti
2016-10-30,10:54:33,24,Bread,Nedela,7,10,54,10,2016,PecivoNesl
2016-10-30,10:55:22,25,Scandinavian,Nedela,7,10,55,10,2016,PecivoNesl
2016-10-30,10:56:08,26,Fudge,Nedela,7,10,56,10,2016,OstatnePolozky
2016-10-30,11:02:19,27,Scandinavian,Nedela,7,11,2,10,2016,PecivoNesl
2016-10-30,11:03:24,28,Coffee,Nedela,7,11,3,10,2016,Napoje
2016-10-30,11:03:24,28,Bread,Nedela,7,11,3,10,2016,PecivoNesl
2016-10-30,11:05:30,29,Bread,Nedela,7,11,5,10,2016,PecivoNesl
2016-10-30,11:05:30,29,Jam,Nedela,7,11,5,10,2016,OstatnePolozky
2016-10-30,11:05:30,29,NONE,Nedela,7,11,5,10,2016,OstatnePolozky
2016-10-30,11:07:19,30,Bread,Nedela,7,11,7,10,2016,PecivoNesl
2016-10-30,11:12:56,31,Basket,Nedela,7,11,12,10,2016,OstatnePolozky
2016-10-30,11:16:15,32,Scandinavian,Nedela,7,11,16,10,2016,PecivoNesl
2016-10-30,11:16:15,32,Muffin,Nedela,7,11,16,10,2016,Sladkosti
2016-10-30,11:22:49,33,Coffee,Nedela,7,11,22,10,2016,Napoje
2016-10-30,11:25:45,34,Coffee,Nedela,7,11,25,10,2016,Napoje
2016-10-30,11:25:45,34,Muffin,Nedela,7,11,25,10,2016,Sladkosti
2016-10-30,11:27:34,35,Muffin,Nedela,7,11,27,10,2016,Sladkosti
2016-10-30,11:27:34,35,Scandinavian,Nedela,7,11,27,10,2016,PecivoNesl
2016-10-30,11:33:08,36,Tea,Nedela,7,11,33,10,2016,Napoje
2016-10-30,11:33:08,36,Bread,Nedela,7,11,33,10,2016,PecivoNesl
2016-10-30,11:37:10,37,Coffee,Nedela,7,11,37,10,2016,Napoje
2016-10-30,11:37:10,37,Bread,Nedela,7,11,37,10,2016,PecivoNesl
2016-10-30,11:37:10,37,NONE,Nedela,7,11,37,10,2016,OstatnePolozky
2016-10-30,11:42:40,38,Bread,Nedela,7,11,42,10,2016,PecivoNesl
2016-10-30,11:42:40,38,Tea,Nedela,7,11,42,10,2016,Napoje
2016-10-30,11:44:31,39,Scandinavian,Nedela,7,11,44,10,2016,PecivoNesl
2016-10-30,11:55:51,40,Juice,Nedela,7,11,55,10,2016,Napoje
2016-10-30,11:55:51,40,NONE,Nedela,7,11,55,10,2016,OstatnePolozky
2016-10-30,11:55:51,40,Tartine,Nedela,7,11,55,10,2016,OstatnePolozky
2016-10-30,11:55:51,40,Coffee,Nedela,7,11,55,10,2016,Napoje
2016-10-30,11:55:51,40,Muffin,Nedela,7,11,55,10,2016,Sladkosti
2016-10-30,11:57:06,41,Scandinavian,Nedela,7,11,57,10,2016,PecivoNesl
2016-10-30,11:57:45,42,Bread,Nedela,7,11,57,10,2016,PecivoNesl
2016-10-30,11:57:45,42,Tea,Nedela,7,11,57,10,2016,Napoje
2016-10-30,12:00:22,43,Scandinavian,Nedela,7,12,0,10,2016,PecivoNesl
2016-10-30,12:00:22,43,Fudge,Nedela,7,12,0,10,2016,OstatnePolozky
2016-10-30,12:05:47,44,Coffee,Nedela,7,12,5,10,2016,Napoje
2016-10-30,12:05:47,44,Medialuna,Nedela,7,12,5,10,2016,Sladkosti
2016-10-30,12:08:36,45,Coffee,Nedela,7,12,8,10,2016,Napoje
2016-10-30,12:08:36,45,Hot chocolate,Nedela,7,12,8,10,2016,Napoje
2016-10-30,12:08:36,45,Medialuna,Nedela,7,12,8,10,2016,Sladkosti
2016-10-30,12:09:04,46,Coffee,Nedela,7,12,9,10,2016,Napoje
2016-10-30,12:15:29,47,Ella's Kitchen Pouches,Nedela,7,12,15,10,2016,Napoje
2016-10-30,12:15:29,47,Juice,Nedela,7,12,15,10,2016,Napoje
2016-10-30,12:15:29,47,Bread,Nedela,7,12,15,10,2016,PecivoNesl
2016-10-30,12:15:29,47,Muffin,Nedela,7,12,15,10,2016,Sladkosti
2016-10-30,12:15:29,47,Jam,Nedela,7,12,15,10,2016,OstatnePolozky
2016-10-30,12:17:02,48,Coffee,Nedela,7,12,17,10,2016,Napoje
2016-10-30,12:23:01,49,Coffee,Nedela,7,12,23,10,2016,Napoje
2016-10-30,12:23:01,49,Coffee,Nedela,7,12,23,10,2016,Napoje
2016-10-30,12:23:01,49,Medialuna,Nedela,7,12,23,10,2016,Sladkosti
2016-10-30,12:25:11,50,Bread,Nedela,7,12,25,10,2016,PecivoNesl
2016-10-30,12:25:11,50,Victorian Sponge,Nedela,7,12,25,10,2016,Sladkosti
2016-10-30,12:26:58,51,Bread,Nedela,7,12,26,10,2016,PecivoNesl
2016-10-30,12:28:07,52,Scandinavian,Nedela,7,12,28,10,2016,PecivoNesl
2016-10-30,12:33:08,54,Bread,Nedela,7,12,33,10,2016,PecivoNesl
2016-10-30,12:38:06,55,Frittata,Nedela,7,12,38,10,2016,OstatnePolozky
2016-10-30,12:38:06,55,Coffee,Nedela,7,12,38,10,2016,Napoje
2016-10-30,12:38:06,55,Tea,Nedela,7,12,38,10,2016,Napoje
2016-10-30,12:38:06,55,Hearty & Seasonal,Nedela,7,12,38,10,2016,OstatnePolozky
2016-10-30,12:39:27,56,Coffee,Nedela,7,12,39,10,2016,Napoje
2016-10-30,12:39:27,56,Frittata,Nedela,7,12,39,10,2016,OstatnePolozky
2016-10-30,12:45:48,57,Scandinavian,Nedela,7,12,45,10,2016,PecivoNesl
2016-10-30,12:59:29,58,Victorian Sponge,Nedela,7,12,59,10,2016,Sladkosti
2016-10-30,12:59:29,58,Hot chocolate,Nedela,7,12,59,10,2016,Napoje
2016-10-30,12:59:29,58,Tea,Nedela,7,12,59,10,2016,Napoje
2016-10-30,12:59:29,58,Soup,Nedela,7,12,59,10,2016,Napoje
2016-10-30,13:02:04,59,Tea,Nedela,7,13,2,10,2016,Napoje
2016-10-30,13:02:04,59,NONE,Nedela,7,13,2,10,2016,OstatnePolozky
2016-10-30,13:14:04,60,Cookies,Nedela,7,13,14,10,2016,Sladkosti
2016-10-30,13:14:04,60,Coffee,Nedela,7,13,14,10,2016,Napoje
2016-10-30,13:14:04,60,Juice,Nedela,7,13,14,10,2016,Napoje
2016-10-30,13:14:04,60,Coffee,Nedela,7,13,14,10,2016,Napoje
2016-10-30,13:15:38,61,Coffee,Nedela,7,13,15,10,2016,Napoje
2016-10-30,13:24:00,62,Pick and Mix Bowls,Nedela,7,13,24,10,2016,Sladkosti
2016-10-30,13:24:00,62,Hearty & Seasonal,Nedela,7,13,24,10,2016,OstatnePolozky
2016-10-30,13:24:00,62,Hearty & Seasonal,Nedela,7,13,24,10,2016,OstatnePolozky
2016-10-30,13:24:00,62,Coffee,Nedela,7,13,24,10,2016,Napoje
2016-10-30,13:24:00,62,Smoothies,Nedela,7,13,24,10,2016,Napoje
2016-10-30,13:24:00,62,Coffee,Nedela,7,13,24,10,2016,Napoje
2016-10-30,13:33:12,63,Coffee,Nedela,7,13,33,10,2016,Napoje
2016-10-30,13:34:07,64,Cake,Nedela,7,13,34,10,2016,Sladkosti
2016-10-30,13:37:25,65,NONE,Nedela,7,13,37,10,2016,OstatnePolozky
2016-10-30,13:37:25,65,Tartine,Nedela,7,13,37,10,2016,OstatnePolozky
2016-10-30,13:37:25,65,Mighty Protein,Nedela,7,13,37,10,2016,OstatnePolozky
2016-10-30,13:37:25,65,Tea,Nedela,7,13,37,10,2016,Napoje
2016-10-30,13:37:25,65,Coffee,Nedela,7,13,37,10,2016,Napoje
2016-10-30,13:40:20,66,Hearty & Seasonal,Nedela,7,13,40,10,2016,OstatnePolozky
2016-10-30,13:40:20,66,Frittata,Nedela,7,13,40,10,2016,OstatnePolozky
2016-10-30,13:40:20,66,Mineral water,Nedela,7,13,40,10,2016,Napoje
2016-10-30,13:46:48,67,Hearty & Seasonal,Nedela,7,13,46,10,2016,OstatnePolozky
2016-10-30,13:46:48,67,NONE,Nedela,7,13,46,10,2016,OstatnePolozky
2016-10-30,13:46:48,67,Mineral water,Nedela,7,13,46,10,2016,Napoje
2016-10-30,13:46:48,67,Muffin,Nedela,7,13,46,10,2016,Sladkosti
2016-10-30,13:49:36,68,Frittata,Nedela,7,13,49,10,2016,OstatnePolozky
2016-10-30,13:49:36,68,Coffee,Nedela,7,13,49,10,2016,Napoje
2016-10-30,13:49:36,68,Tea,Nedela,7,13,49,10,2016,Napoje
2016-10-30,13:49:36,68,Scandinavian,Nedela,7,13,49,10,2016,PecivoNesl
2016-10-30,13:49:36,68,Chicken sand,Nedela,7,13,49,10,2016,OstatnePolozky
2016-10-30,13:51:49,69,Bread,Nedela,7,13,51,10,2016,PecivoNesl
2016-10-30,13:51:49,69,Tea,Nedela,7,13,51,10,2016,Napoje
2016-10-30,13:51:49,69,Victorian Sponge,Nedela,7,13,51,10,2016,Sladkosti
2016-10-30,13:54:42,70,Fudge,Nedela,7,13,54,10,2016,OstatnePolozky
2016-10-30,13:56:08,71,Muffin,Nedela,7,13,56,10,2016,Sladkosti
2016-10-30,14:21:38,72,Coffee,Nedela,7,14,21,10,2016,Napoje
2016-10-30,14:21:38,72,Bread,Nedela,7,14,21,10,2016,PecivoNesl
2016-10-30,14:22:39,73,Bread,Nedela,7,14,22,10,2016,PecivoNesl
2016-10-30,14:24:03,74,Coffee,Nedela,7,14,24,10,2016,Napoje
2016-10-30,14:24:03,74,Bread,Nedela,7,14,24,10,2016,PecivoNesl
2016-10-30,14:32:26,75,NONE,Nedela,7,14,32,10,2016,OstatnePolozky
2016-10-30,14:32:26,75,Jam,Nedela,7,14,32,10,2016,OstatnePolozky
2016-10-30,14:32:26,75,Frittata,Nedela,7,14,32,10,2016,OstatnePolozky
2016-10-30,14:32:49,76,Coffee,Nedela,7,14,32,10,2016,Napoje
2016-10-30,14:35:36,77,Scandinavian,Nedela,7,14,35,10,2016,PecivoNesl
2016-10-30,14:42:29,78,Fudge,Nedela,7,14,42,10,2016,OstatnePolozky
2016-10-30,14:45:44,79,Fudge,Nedela,7,14,45,10,2016,OstatnePolozky
2016-10-30,14:45:44,79,Tea,Nedela,7,14,45,10,2016,Napoje
2016-10-30,14:45:44,79,Coffee,Nedela,7,14,45,10,2016,Napoje
2016-10-30,14:45:44,79,Muffin,Nedela,7,14,45,10,2016,Sladkosti
2016-10-30,14:48:40,80,Frittata,Nedela,7,14,48,10,2016,OstatnePolozky
2016-10-30,14:48:40,80,Bread,Nedela,7,14,48,10,2016,PecivoNesl
2016-10-30,14:48:40,80,Coffee,Nedela,7,14,48,10,2016,Napoje
2016-10-31,11:30:59,121,Coffee,Pondelok,1,11,30,10,2016,Napoje
2016-10-31,11:25:56,119,Coffee,Pondelok,1,11,25,10,2016,Napoje
2016-10-31,11:25:56,119,Muffin,Pondelok,1,11,25,10,2016,Sladkosti
2016-10-31,11:29:01,120,Farm House,Pondelok,1,11,29,10,2016,OstatnePolozky
2016-10-31,11:25:56,119,Coffee,Pondelok,1,11,25,10,2016,Napoje
2016-10-31,11:30:59,121,Bread,Pondelok,1,11,30,10,2016,PecivoNesl
2016-10-31,11:52:43,126,Coffee,Pondelok,1,11,52,10,2016,Napoje
2016-10-31,11:43:10,124,Soup,Pondelok,1,11,43,10,2016,Napoje
2016-10-31,11:47:18,125,Tea,Pondelok,1,11,47,10,2016,Napoje
2016-10-31,11:37:30,122,Cookies,Pondelok,1,11,37,10,2016,Sladkosti
2016-10-31,11:42:05,123,Jam,Pondelok,1,11,42,10,2016,OstatnePolozky
2016-10-31,11:42:05,123,NONE,Pondelok,1,11,42,10,2016,OstatnePolozky
2016-10-31,11:42:05,123,Coffee,Pondelok,1,11,42,10,2016,Napoje
2016-10-31,11:42:05,123,Coffee,Pondelok,1,11,42,10,2016,Napoje
2016-10-31,11:42:05,123,Juice,Pondelok,1,11,42,10,2016,Napoje
2016-10-31,11:43:10,124,Coffee,Pondelok,1,11,43,10,2016,Napoje
2016-10-31,11:52:43,126,Jam,Pondelok,1,11,52,10,2016,OstatnePolozky
2016-10-31,11:55:00,128,NONE,Pondelok,1,11,55,10,2016,OstatnePolozky
2016-10-31,09:43:37,95,Tea,Pondelok,1,9,43,10,2016,Napoje
2016-10-31,09:16:01,88,Jam,Pondelok,1,9,16,10,2016,OstatnePolozky
2016-10-31,09:19:41,89,Bread,Pondelok,1,9,19,10,2016,PecivoNesl
2016-10-31,09:20:12,90,Bread,Pondelok,1,9,20,10,2016,PecivoNesl
2016-10-31,11:53:11,127,Farm House,Pondelok,1,11,53,10,2016,OstatnePolozky
2016-10-31,09:22:48,91,Tea,Pondelok,1,9,22,10,2016,Napoje
2016-10-31,09:22:48,91,NONE,Pondelok,1,9,22,10,2016,OstatnePolozky
2016-10-31,09:27:11,92,Coffee,Pondelok,1,9,27,10,2016,Napoje
2016-10-31,09:29:23,93,Bread,Pondelok,1,9,29,10,2016,PecivoNesl
2016-10-31,09:29:23,93,Coke,Pondelok,1,9,29,10,2016,Napoje
2016-10-31,13:21:17,148,Coffee,Pondelok,1,13,21,10,2016,Napoje
2016-10-31,13:26:03,149,Coffee,Pondelok,1,13,26,10,2016,Napoje
2016-10-31,13:31:33,150,Bread,Pondelok,1,13,31,10,2016,PecivoNesl
2016-10-31,13:50:17,151,Coke,Pondelok,1,13,50,10,2016,Napoje
2016-10-31,13:50:17,151,Soup,Pondelok,1,13,50,10,2016,Napoje
2016-10-31,14:00:21,154,Mighty Protein,Pondelok,1,14,0,10,2016,OstatnePolozky
2016-10-31,14:00:21,154,Hearty & Seasonal,Pondelok,1,14,0,10,2016,OstatnePolozky
2016-10-31,14:00:21,154,Coffee,Pondelok,1,14,0,10,2016,Napoje
2016-10-31,14:00:21,154,Coke,Pondelok,1,14,0,10,2016,Napoje
2016-10-31,14:01:30,155,Tea,Pondelok,1,14,1,10,2016,Napoje
2016-10-31,14:01:30,155,Muffin,Pondelok,1,14,1,10,2016,Sladkosti
2016-10-31,14:01:30,155,Sandwich,Pondelok,1,14,1,10,2016,PecivoNesl
2016-10-31,14:04:16,156,Coffee,Pondelok,1,14,4,10,2016,Napoje
2016-10-31,14:04:16,156,Muffin,Pondelok,1,14,4,10,2016,Sladkosti
2016-10-31,14:05:07,157,Coffee,Pondelok,1,14,5,10,2016,Napoje
2016-10-31,14:05:07,157,Bread,Pondelok,1,14,5,10,2016,PecivoNesl
2016-10-31,09:20:12,90,Coffee,Pondelok,1,9,20,10,2016,Napoje
2016-10-31,09:39:09,94,Coffee,Pondelok,1,9,39,10,2016,Napoje
2016-10-31,09:39:09,94,Coffee,Pondelok,1,9,39,10,2016,Napoje
2016-10-31,13:21:17,148,Coffee,Pondelok,1,13,21,10,2016,Napoje
2016-10-31,13:51:18,152,Muffin,Pondelok,1,13,51,10,2016,Sladkosti
2016-10-31,13:55:22,153,Tea,Pondelok,1,13,55,10,2016,Napoje
2016-10-31,13:55:22,153,Coffee,Pondelok,1,13,55,10,2016,Napoje
2016-10-31,13:55:22,153,Cookies,Pondelok,1,13,55,10,2016,Sladkosti
2016-10-31,13:55:22,153,Muffin,Pondelok,1,13,55,10,2016,Sladkosti
2016-10-31,11:55:00,128,Tartine,Pondelok,1,11,55,10,2016,OstatnePolozky
2016-10-31,11:55:00,128,Coffee,Pondelok,1,11,55,10,2016,Napoje
2016-10-31,11:55:00,128,Tea,Pondelok,1,11,55,10,2016,Napoje
2016-10-31,08:47:05,82,Tartine,Pondelok,1,8,47,10,2016,OstatnePolozky
2016-10-31,08:47:05,82,Bread,Pondelok,1,8,47,10,2016,PecivoNesl
2016-10-31,08:57:47,83,Coffee,Pondelok,1,8,57,10,2016,Napoje
2016-10-31,08:57:47,83,Bread,Pondelok,1,8,57,10,2016,PecivoNesl
2016-10-31,09:16:01,88,Coffee,Pondelok,1,9,16,10,2016,Napoje
2016-10-31,12:56:47,142,Muffin,Pondelok,1,12,56,10,2016,Sladkosti
2016-10-31,12:59:08,143,Tea,Pondelok,1,12,59,10,2016,Napoje
2016-10-31,13:02:11,144,Soup,Pondelok,1,13,2,10,2016,Napoje
2016-10-31,13:02:11,144,Hearty & Seasonal,Pondelok,1,13,2,10,2016,OstatnePolozky
2016-10-31,13:05:49,145,Coffee,Pondelok,1,13,5,10,2016,Napoje
2016-10-31,13:05:49,145,Tea,Pondelok,1,13,5,10,2016,Napoje
2016-10-31,13:05:49,145,Focaccia,Pondelok,1,13,5,10,2016,OstatnePolozky
2016-10-31,13:08:30,146,Sandwich,Pondelok,1,13,8,10,2016,PecivoNesl
2016-10-31,13:09:31,147,Tartine,Pondelok,1,13,9,10,2016,OstatnePolozky
2016-10-31,13:09:31,147,Coffee,Pondelok,1,13,9,10,2016,Napoje
2016-10-31,13:21:17,148,Fudge,Pondelok,1,13,21,10,2016,OstatnePolozky
2016-10-31,10:04:44,102,Farm House,Pondelok,1,10,4,10,2016,OstatnePolozky
2016-10-31,10:07:40,103,NONE,Pondelok,1,10,7,10,2016,OstatnePolozky
2016-10-31,10:07:40,103,Bread,Pondelok,1,10,7,10,2016,PecivoNesl
2016-10-31,10:12:48,104,Coffee,Pondelok,1,10,12,10,2016,Napoje
2016-10-31,10:12:48,104,Coffee,Pondelok,1,10,12,10,2016,Napoje
2016-10-31,10:12:48,104,Medialuna,Pondelok,1,10,12,10,2016,Sladkosti
2016-10-31,10:12:48,104,Muffin,Pondelok,1,10,12,10,2016,Sladkosti
2016-10-31,10:12:48,104,Coffee,Pondelok,1,10,12,10,2016,Napoje
2016-10-31,10:21:29,105,Coffee,Pondelok,1,10,21,10,2016,Napoje
2016-10-31,10:21:29,105,Tea,Pondelok,1,10,21,10,2016,Napoje
2016-10-31,08:28:31,81,Coffee,Pondelok,1,8,28,10,2016,Napoje
2016-10-31,08:28:31,81,Cake,Pondelok,1,8,28,10,2016,Sladkosti
2016-10-31,08:47:05,82,NONE,Pondelok,1,8,47,10,2016,OstatnePolozky
2016-10-31,09:04:06,84,Bread,Pondelok,1,9,4,10,2016,PecivoNesl
2016-10-31,09:10:09,85,Coffee,Pondelok,1,9,10,10,2016,Napoje
2016-10-31,09:10:09,85,Coffee,Pondelok,1,9,10,10,2016,Napoje
2016-10-31,09:10:09,85,Pastry,Pondelok,1,9,10,10,2016,OstatnePolozky
2016-10-31,09:10:09,85,Medialuna,Pondelok,1,9,10,10,2016,Sladkosti
2016-10-31,09:11:08,86,Juice,Pondelok,1,9,11,10,2016,Napoje
2016-10-31,09:12:56,87,Bread,Pondelok,1,9,12,10,2016,PecivoNesl
2016-10-31,09:16:01,88,Coffee,Pondelok,1,9,16,10,2016,Napoje
2016-10-31,14:44:48,162,Muffin,Pondelok,1,14,44,10,2016,Sladkosti
2016-10-31,10:31:05,108,Farm House,Pondelok,1,10,31,10,2016,OstatnePolozky
2016-10-31,10:31:05,108,Muffin,Pondelok,1,10,31,10,2016,Sladkosti
2016-10-31,10:35:23,109,Bread,Pondelok,1,10,35,10,2016,PecivoNesl
2016-10-31,10:35:23,109,Muffin,Pondelok,1,10,35,10,2016,Sladkosti
2016-10-31,10:35:23,109,Pastry,Pondelok,1,10,35,10,2016,OstatnePolozky
2016-10-31,10:36:37,110,Pastry,Pondelok,1,10,36,10,2016,OstatnePolozky
2016-10-31,10:38:09,111,Coffee,Pondelok,1,10,38,10,2016,Napoje
2016-10-31,10:59:17,112,Coffee,Pondelok,1,10,59,10,2016,Napoje
2016-10-31,11:02:37,113,Coffee,Pondelok,1,11,2,10,2016,Napoje
2016-10-31,11:02:37,113,Cake,Pondelok,1,11,2,10,2016,Sladkosti
2016-10-31,11:05:45,114,Farm House,Pondelok,1,11,5,10,2016,OstatnePolozky
2016-10-31,11:08:53,115,Bread,Pondelok,1,11,8,10,2016,PecivoNesl
2016-10-31,11:11:01,116,Coffee,Pondelok,1,11,11,10,2016,Napoje
2016-10-31,11:13:08,117,Cookies,Pondelok,1,11,13,10,2016,Sladkosti
2016-10-31,11:13:08,117,Cake,Pondelok,1,11,13,10,2016,Sladkosti
2016-10-31,11:13:08,117,Coffee,Pondelok,1,11,13,10,2016,Napoje
2016-10-31,11:13:08,117,My-5 Fruit Shoot,Pondelok,1,11,13,10,2016,Sladkosti
2016-10-31,11:18:29,118,Cookies,Pondelok,1,11,18,10,2016,Sladkosti
2016-10-31,11:18:29,118,Cookies,Pondelok,1,11,18,10,2016,Sladkosti
2016-10-31,11:18:29,118,Tea,Pondelok,1,11,18,10,2016,Napoje
2016-10-31,11:18:29,118,Pastry,Pondelok,1,11,18,10,2016,OstatnePolozky
2016-10-31,12:54:28,141,Bread,Pondelok,1,12,54,10,2016,PecivoNesl
2016-10-31,12:56:47,142,Tea,Pondelok,1,12,56,10,2016,Napoje
2016-10-31,09:52:22,98,Farm House,Pondelok,1,9,52,10,2016,OstatnePolozky
2016-10-31,09:56:37,99,Pastry,Pondelok,1,9,56,10,2016,OstatnePolozky
2016-10-31,09:56:37,99,Pastry,Pondelok,1,9,56,10,2016,OstatnePolozky
2016-10-31,09:56:37,99,Coffee,Pondelok,1,9,56,10,2016,Napoje
2016-10-31,09:56:37,99,Bread,Pondelok,1,9,56,10,2016,PecivoNesl
2016-10-31,09:58:06,100,Bread,Pondelok,1,9,58,10,2016,PecivoNesl
2016-10-31,10:04:02,101,Coffee,Pondelok,1,10,4,10,2016,Napoje
2016-10-31,10:04:02,101,Pastry,Pondelok,1,10,4,10,2016,OstatnePolozky
2016-10-31,10:21:29,105,NONE,Pondelok,1,10,21,10,2016,OstatnePolozky
2016-10-31,10:21:29,105,Cake,Pondelok,1,10,21,10,2016,Sladkosti
2016-10-31,10:24:21,106,Coffee,Pondelok,1,10,24,10,2016,Napoje
2016-10-31,10:24:21,106,Coffee,Pondelok,1,10,24,10,2016,Napoje
2016-10-31,10:24:21,106,Pastry,Pondelok,1,10,24,10,2016,OstatnePolozky
2016-10-31,10:24:21,106,Pastry,Pondelok,1,10,24,10,2016,OstatnePolozky
2016-10-31,10:27:30,107,Coffee,Pondelok,1,10,27,10,2016,Napoje
2016-10-31,10:27:30,107,Tea,Pondelok,1,10,27,10,2016,Napoje
2016-10-31,11:59:23,129,Coffee,Pondelok,1,11,59,10,2016,Napoje
2016-10-31,11:59:23,129,Coffee,Pondelok,1,11,59,10,2016,Napoje
2016-10-31,11:59:23,129,Cake,Pondelok,1,11,59,10,2016,Sladkosti
2016-10-31,12:20:21,135,Bread,Pondelok,1,12,20,10,2016,PecivoNesl
2016-10-31,12:27:41,136,Tea,Pondelok,1,12,27,10,2016,Napoje
2016-10-31,12:27:41,136,Soup,Pondelok,1,12,27,10,2016,Napoje
